,condition,bin,type,subject,itemnum,cloze,constraint,contrast_unexpected,accuracy,w1,w2,region,amplitude
7581,LC.UNEXP.VB,10,0,18,115,1,0,-2,1,开立,公司,mid_posterior,-7.577817666666667
7582,HC.EXP.CL,3,1,18,606,2,1,0,1,一平方公里,土地,mid_posterior,3.1226565333333336
7583,HC.AN.CL,1,1,18,286,0,1,0,1,一粒,狗,mid_posterior,-8.365578999999999
7584,HC.EXP.CL,3,1,18,197,2,1,0,1,一记,耳光,mid_posterior,-5.757464333333334
7585,LC.UNEXP.VB,10,0,18,309,1,0,-2,1,安置,设备,mid_posterior,-0.6699629666666667
7586,HC.UNEXP.VB,9,0,18,313,1,1,-1,1,收听,情报,mid_posterior,0.11586556666666652
7587,HC.EXP.CL,3,1,18,298,2,1,0,1,一尊,佛像,mid_posterior,4.62797
7588,HC.AN.VB,6,0,18,633,0,1,0,1,推卸,争论,mid_posterior,-2.519500666666667
7589,HC.UNEXP.CL,4,1,18,602,1,1,-1,1,一幕幕,话剧,mid_posterior,-2.998601266666667
7590,LC.UNEXP.VB,10,0,18,497,1,0,-2,1,保持,体重,mid_posterior,-5.2883819999999995
7591,HC.AN.CL,1,1,18,295,0,1,0,1,一篇,线,mid_posterior,-0.09868430000000021
7592,LC.UNEXP.CL,5,1,18,613,1,0,-2,1,一颗,珍珠,mid_posterior,23.164599999999997
7593,HC.EXP.VB,8,0,18,456,2,1,0,1,适应,环境,mid_posterior,3.5817533333333333
7594,LC.AN.CL,2,1,18,485,0,0,0,1,一点,鞋子,mid_posterior,-2.4732266666666667
7595,HC.EXP.CL,3,1,18,92,2,1,0,1,一番,话,mid_posterior,-2.689682566666667
7596,HC.EXP.CL,3,1,18,114,2,1,0,1,一群,人,mid_posterior,-17.927143333333333
7597,LC.AN.VB,7,0,18,201,0,0,0,1,压缩,电话,mid_posterior,-1.9131026666666664
7598,HC.UNEXP.CL,4,1,18,321,1,1,-1,1,一缸,荷花,mid_posterior,-7.226884666666667
7599,HC.EXP.CL,3,1,18,324,2,1,0,1,一里,路,mid_posterior,-5.337843666666667
7600,LC.AN.VB,7,0,18,632,0,0,0,1,统治,尸体,mid_posterior,-3.3605810666666662
7601,HC.EXP.VB,8,0,18,463,2,1,0,1,从事,工作,mid_posterior,-5.633814
7602,HC.UNEXP.VB,9,0,18,630,1,1,-1,1,扩大,调查,mid_posterior,-8.120111333333334
7603,HC.UNEXP.CL,4,1,18,182,1,1,-1,1,一面,木板,mid_posterior,-4.424037333333334
7604,LC.AN.CL,2,1,18,639,0,0,0,1,一份,歌曲,mid_posterior,-9.692548666666667
7605,LC.UNEXP.VB,10,0,18,199,1,0,-2,1,考察,环境,mid_posterior,3.847740033333333
7606,LC.UNEXP.CL,5,1,18,452,1,0,-2,1,一锅,肉,mid_posterior,14.360603333333335
7607,LC.UNEXP.VB,10,0,18,304,1,0,-2,1,罢免,法官,mid_posterior,-2.2408426666666665
7608,HC.EXP.CL,3,1,18,50,2,1,0,1,一幢,楼,mid_posterior,-6.363047666666667
7609,HC.EXP.VB,8,0,18,627,2,1,0,1,买,东西,mid_posterior,-12.161373333333332
7610,HC.AN.CL,1,1,18,102,0,1,0,1,一册,电话,mid_posterior,-1.7868121333333333
7611,HC.UNEXP.VB,9,0,18,659,1,1,-1,1,回馈,顾客,mid_posterior,-1.0246509
7612,HC.UNEXP.CL,4,1,18,187,1,1,-1,1,一里,海岸,mid_posterior,1.2529533333333334
7613,HC.AN.VB,6,0,18,288,0,1,0,0,讨回,鸡,mid_posterior,-18.390069999999998
7614,LC.AN.CL,2,1,18,729,0,0,0,1,一块,香烟,mid_posterior,-29.445886666666667
7615,HC.UNEXP.CL,4,1,18,317,1,1,-1,1,一丛丛,杂草,mid_posterior,8.179047666666667
7616,HC.UNEXP.VB,9,0,18,109,1,1,-1,1,回顾,传统,mid_posterior,3.7847511666666667
7617,LC.AN.CL,2,1,18,34,0,0,0,1,一根,运动,mid_posterior,1.4850836666666665
7618,HC.EXP.CL,3,1,18,36,2,1,0,1,一列,火车,mid_posterior,-8.327025666666666
7619,LC.UNEXP.CL,5,1,18,322,1,0,-2,1,一片,天地,mid_posterior,-4.059325666666666
7620,LC.UNEXP.CL,5,1,18,57,1,0,-2,1,一池,水草,mid_posterior,-2.6188811666666667
7621,HC.UNEXP.VB,9,0,18,189,1,1,-1,1,侮辱,烈士,mid_posterior,-1.1021834933333334
7622,HC.AN.CL,1,1,18,35,0,1,0,1,一档,饭,mid_posterior,-8.241552
7623,LC.AN.VB,7,0,18,195,0,0,0,1,实现,乐曲,mid_posterior,-9.755536333333334
7624,LC.UNEXP.CL,5,1,18,623,1,0,-2,1,一部,手机,mid_posterior,-11.699773333333333
7625,HC.UNEXP.CL,4,1,18,183,1,1,-1,1,一群,老师,mid_posterior,-12.604140000000001
7626,HC.AN.VB,6,0,18,60,0,1,0,1,负有,黄金,mid_posterior,-21.394949999999998
7627,LC.UNEXP.VB,10,0,18,191,1,0,-2,1,发生,悲剧,mid_posterior,-2.4898336666666663
7628,LC.AN.CL,2,1,18,303,0,0,0,1,一波,路,mid_posterior,0.15304710000000002
7629,LC.UNEXP.VB,10,0,18,467,1,0,-2,1,担任,经理,mid_posterior,-10.848210000000002
7630,LC.UNEXP.CL,5,1,18,491,1,0,-2,1,一门,语言,mid_posterior,-7.184603666666668
7631,LC.AN.CL,2,1,18,628,0,0,0,1,一身,火车,mid_posterior,8.462251666666667
7632,HC.UNEXP.VB,9,0,18,471,1,1,-1,1,就任,经理,mid_posterior,0.6014496666666669
7633,HC.EXP.VB,8,0,18,465,2,1,0,1,推动,发展,mid_posterior,-5.020481333333334
7634,LC.UNEXP.CL,5,1,18,607,1,0,-2,1,一条,短信,mid_posterior,-0.28590676666666665
7635,HC.UNEXP.CL,4,1,18,293,1,1,-1,1,一尊,鼎,mid_posterior,1.2310157999999998
7636,HC.AN.VB,6,0,18,724,0,1,0,1,侵吞,线,mid_posterior,-7.247476
7637,HC.AN.VB,6,0,18,464,0,1,0,1,承担,牛,mid_posterior,-9.784611666666667
7638,HC.AN.CL,1,1,18,732,0,1,0,1,一大笔,牛,mid_posterior,6.393038
7639,LC.AN.VB,7,0,18,206,0,0,0,1,实行,飞机,mid_posterior,-2.0027582
7640,HC.UNEXP.CL,4,1,18,193,1,1,-1,1,一肚子,酒,mid_posterior,1.0195633333333336
7641,HC.EXP.VB,8,0,18,656,2,1,0,1,汇报,工作,mid_posterior,-8.536220333333333
7642,LC.AN.CL,2,1,18,617,0,0,0,1,一年,食物,mid_posterior,-7.072765999999999
7643,HC.EXP.VB,8,0,18,328,2,1,0,1,完成,任务,mid_posterior,-4.895666666666666
7644,LC.AN.VB,7,0,18,509,0,0,0,1,迫于,米,mid_posterior,3.689122
7645,LC.UNEXP.CL,5,1,18,736,1,0,-2,1,一班,孩子,mid_posterior,-24.923516666666668
7646,LC.AN.CL,2,1,18,723,0,0,0,0,一平米,信号,mid_posterior,-11.732608333333333
7647,HC.AN.CL,1,1,18,323,0,1,0,1,一具,乐曲,mid_posterior,-8.847521666666667
7648,HC.UNEXP.CL,4,1,18,282,1,1,-1,1,一通,电报,mid_posterior,1.0953940666666668
7649,LC.UNEXP.VB,10,0,18,272,1,0,-2,1,严守,承诺,mid_posterior,-0.5129113333333335
7650,HC.EXP.CL,3,1,18,620,2,1,0,1,一幕幕,戏,mid_posterior,0.47796966666666707
7651,LC.UNEXP.VB,10,0,18,741,1,0,-2,1,操纵,机器,mid_posterior,-11.828487666666668
7652,LC.AN.VB,7,0,18,616,0,0,0,1,继承,水流,mid_posterior,-5.6394823333333335
7653,HC.AN.VB,6,0,18,477,0,1,0,1,振奋,水流,mid_posterior,-13.203570000000001
7654,HC.EXP.VB,8,0,18,490,2,1,0,1,分散,注意力,mid_posterior,12.090293333333333
7655,HC.AN.VB,6,0,18,31,0,1,0,1,考上,酒店,mid_posterior,-3.135645333333333
7656,HC.UNEXP.CL,4,1,18,289,1,1,-1,1,一列,学生,mid_posterior,4.1231467
7657,HC.AN.CL,1,1,18,100,0,1,0,1,一辆,措施,mid_posterior,-0.14483306333333332
7658,HC.UNEXP.CL,4,1,18,96,1,1,-1,1,一公顷,沙漠,mid_posterior,-12.62674
7659,HC.EXP.VB,8,0,18,655,2,1,0,1,夺得,冠军,mid_posterior,2.9095966333333334
7660,HC.EXP.CL,3,1,18,45,2,1,0,1,一江,春水,mid_posterior,-2.8071563333333334
7661,LC.AN.CL,2,1,18,468,0,0,0,1,一组,武艺,mid_posterior,-3.6004610333333336
7662,HC.AN.VB,6,0,18,484,0,1,0,1,深化,猪,mid_posterior,14.097743333333334
7663,HC.AN.VB,6,0,18,476,0,1,0,1,扮演,土地,mid_posterior,-1.1533583333333333
7664,HC.UNEXP.VB,9,0,18,487,1,1,-1,1,参加,婚礼,mid_posterior,-11.644122333333334
7665,LC.UNEXP.VB,10,0,18,208,1,0,-2,0,接受,计划,mid_posterior,3.635928666666667
7666,HC.UNEXP.VB,9,0,18,634,1,1,-1,0,补贴,老师,mid_posterior,-7.131225666666666
7667,LC.AN.CL,2,1,18,95,0,0,0,1,一块,失败,mid_posterior,-23.653570000000002
7668,LC.AN.VB,7,0,18,113,0,0,0,1,牺牲,扣子,mid_posterior,-12.572623
7669,LC.UNEXP.CL,5,1,18,728,1,0,-2,1,一度,角,mid_posterior,-22.85541333333333
7670,HC.EXP.CL,3,1,18,305,2,1,0,1,一回合,比赛,mid_posterior,19.832790000000003
7671,HC.EXP.VB,8,0,18,103,2,1,0,1,重建,家园,mid_posterior,-6.2257940000000005
7672,LC.UNEXP.CL,5,1,18,275,1,0,-2,0,一道,瀑布,mid_posterior,-2.5735245
7673,HC.UNEXP.VB,9,0,18,493,1,1,-1,1,拉动,发展,mid_posterior,7.618078666666666
7674,LC.UNEXP.CL,5,1,18,104,1,0,-2,1,一批,民工,mid_posterior,-20.538646666666665
7675,HC.EXP.CL,3,1,18,291,2,1,0,1,一肚子,坏水,mid_posterior,-2.1348860999999997
7676,HC.EXP.CL,3,1,18,731,2,1,0,1,一丛丛,花,mid_posterior,-4.209805333333334
7677,LC.AN.VB,7,0,18,478,0,0,0,1,总结,水果,mid_posterior,-2.7764653999999998
7678,HC.AN.CL,1,1,18,721,0,1,0,1,一间,扣子,mid_posterior,0.2615459999999999
7679,HC.EXP.VB,8,0,18,641,2,1,0,1,震撼,人心,mid_posterior,21.259809999999998
7680,HC.UNEXP.CL,4,1,18,504,1,1,-1,1,一副,牌,mid_posterior,1.066983
7681,HC.EXP.VB,8,0,18,495,2,1,0,1,促进,发展,mid_posterior,-4.653278033333334
7682,LC.UNEXP.VB,10,0,18,453,1,0,-2,1,影响,出口,mid_posterior,-1.2674678666666668
7683,LC.UNEXP.VB,10,0,18,59,1,0,-2,1,保有,价值,mid_posterior,-7.641522666666667
7684,LC.UNEXP.CL,5,1,18,481,1,0,-2,1,一则,寻人启事,mid_posterior,-15.068996333333333
7685,HC.EXP.CL,3,1,18,39,2,1,0,1,一缸,水,mid_posterior,0.40866257333333333
7686,HC.EXP.VB,8,0,18,210,2,1,0,1,判处,死刑,mid_posterior,-0.9370690000000002
7687,LC.AN.CL,2,1,18,457,0,0,0,1,一次,线,mid_posterior,-13.054175333333333
7688,HC.EXP.CL,3,1,18,276,2,1,0,1,一通,电话,mid_posterior,2.3614454333333335
7689,LC.UNEXP.VB,10,0,18,603,1,0,-2,1,安排,住宿,mid_posterior,-3.7569277333333333
7690,HC.AN.VB,6,0,18,489,0,1,0,1,奠定,水果,mid_posterior,-7.332010666666666
7691,LC.UNEXP.VB,10,0,18,196,1,0,-2,1,动摇,基础,mid_posterior,2.5048513333333333
7692,LC.AN.CL,2,1,18,730,0,0,0,1,一丝,子弹,mid_posterior,0.522418
7693,HC.AN.VB,6,0,18,33,0,1,0,1,开展,墙,mid_posterior,2.3884863333333333
7694,LC.AN.VB,7,0,18,608,0,0,0,1,解释,酒店,mid_posterior,-1.391405
7695,LC.UNEXP.CL,5,1,18,499,1,0,-2,1,一叶,窗,mid_posterior,-6.753080999999999
7696,HC.AN.CL,1,1,18,601,0,1,0,1,一阵,学校,mid_posterior,-6.185669
7697,LC.UNEXP.VB,10,0,18,52,1,0,-2,1,改进,绿化,mid_posterior,-11.542466
7698,HC.AN.VB,6,0,18,327,0,1,0,1,施加,楼房,mid_posterior,-5.818173333333333
7699,HC.UNEXP.VB,9,0,18,654,1,1,-1,1,占用,教室,mid_posterior,1.3913150333333333
7700,LC.AN.VB,7,0,18,642,0,0,0,1,提供,热血,mid_posterior,-8.308669
7701,HC.AN.CL,1,1,18,658,0,1,0,1,一滴,墙,mid_posterior,-2.031229666666667
7702,LC.UNEXP.CL,5,1,18,486,1,0,-2,1,一场,培训,mid_posterior,1.9831487666666663
7703,HC.EXP.VB,8,0,18,326,2,1,0,1,改善,生活,mid_posterior,0.3772910333333333
7704,HC.UNEXP.VB,9,0,18,292,1,1,-1,1,讨论,分工,mid_posterior,-5.945906000000001
7705,HC.UNEXP.VB,9,0,18,626,1,1,-1,1,管制,出国,mid_posterior,-4.1256276666666665
7706,HC.EXP.CL,3,1,18,746,2,1,0,1,一盘,菜,mid_posterior,-1.4874664
7707,HC.EXP.VB,8,0,18,744,2,1,0,1,造福,人类,mid_posterior,3.7462803333333334
7708,HC.EXP.VB,8,0,18,749,2,1,0,1,提出,问题,mid_posterior,-5.722755666666667
7709,HC.AN.CL,1,1,18,32,0,1,0,1,一剂,鞋子,mid_posterior,-6.795994
7710,HC.AN.CL,1,1,18,41,0,1,0,1,一代,水流,mid_posterior,-31.83865
7711,HC.AN.VB,6,0,18,111,0,1,0,1,征求,乐曲,mid_posterior,4.0029026666666665
7712,LC.AN.CL,2,1,18,503,0,0,0,1,一组,学问,mid_posterior,-16.40574666666667
7713,HC.AN.VB,6,0,18,203,0,1,0,1,赚,生日,mid_posterior,-6.808778333333334
7714,LC.UNEXP.VB,10,0,18,42,1,0,-2,1,降低,分数,mid_posterior,-2.0924830699999997
7715,LC.AN.VB,7,0,18,727,0,0,0,1,侵害,黄金,mid_posterior,-5.007817766666666
7716,LC.UNEXP.CL,5,1,18,209,1,0,-2,0,一岁,庄稼,mid_posterior,-11.090179333333333
7717,HC.EXP.CL,3,1,18,473,2,1,0,1,一起,事故,mid_posterior,-4.3906936666666665
7718,HC.AN.VB,6,0,18,605,0,1,0,1,竞选,棋,mid_posterior,5.564001666666666
7719,HC.AN.VB,6,0,18,55,0,1,0,1,名列,措施,mid_posterior,2.500199333333333
7720,HC.UNEXP.CL,4,1,18,325,1,1,-1,1,一届,晚会,mid_posterior,-13.676786666666667
7721,HC.EXP.VB,8,0,18,614,2,1,0,1,吸取,教训,mid_posterior,-5.0779236333333335
7722,LC.AN.VB,7,0,18,743,0,0,0,1,举办,鞋子,mid_posterior,2.2923020000000003
7723,HC.UNEXP.VB,9,0,18,725,1,1,-1,1,服,药,mid_posterior,-3.5323944
7724,HC.EXP.CL,3,1,18,314,2,1,0,1,一座,山,mid_posterior,1.7624035000000002
7725,HC.EXP.CL,3,1,18,644,2,1,0,1,一扇,门,mid_posterior,3.883179333333333
7726,HC.UNEXP.CL,4,1,18,482,1,1,-1,1,一番,天地,mid_posterior,-6.613734999999999
7727,HC.UNEXP.VB,9,0,18,312,1,1,-1,1,驾驶,飞船,mid_posterior,-1.1699657333333333
7728,LC.AN.CL,2,1,18,194,0,0,0,1,一堆,希望,mid_posterior,-2.567499
7729,HC.UNEXP.CL,4,1,18,636,1,1,-1,1,一套,家具,mid_posterior,-11.011853666666667
7730,HC.UNEXP.VB,9,0,18,91,1,1,-1,1,开创,领域,mid_posterior,9.466040666666666
7731,HC.EXP.CL,3,1,18,107,2,1,0,1,一副,眼镜,mid_posterior,-6.991665333333334
7732,HC.AN.CL,1,1,18,112,0,1,0,1,一毛,尸体,mid_posterior,-1.4751243333333335
7733,LC.AN.VB,7,0,18,455,0,0,0,1,出现,经历,mid_posterior,-5.137866
7734,HC.EXP.VB,8,0,18,618,2,1,0,1,宏扬,精神,mid_posterior,-1.1072556666666666
7735,HC.UNEXP.VB,9,0,18,735,1,1,-1,1,穿越,火线,mid_posterior,-2.2898692
7736,HC.EXP.CL,3,1,18,461,2,1,0,1,一壶,酒,mid_posterior,-3.6551223333333334
7737,LC.AN.VB,7,0,18,472,0,0,0,1,加快,墙,mid_posterior,-4.922032000000001
7738,LC.AN.VB,7,0,18,105,0,0,0,1,汲取,学校,mid_posterior,2.0889002666666667
7739,LC.AN.CL,2,1,18,451,0,0,0,1,一堆,水流,mid_posterior,-5.079561
7740,LC.AN.CL,2,1,18,500,0,0,0,1,一处,饭,mid_posterior,-6.267995666666667
7741,HC.EXP.CL,3,1,18,629,2,1,0,1,一公顷,土地,mid_posterior,5.556229999999999
7742,HC.UNEXP.CL,4,1,18,622,1,1,-1,1,一座,城堡,mid_posterior,3.622113
7743,HC.UNEXP.CL,4,1,18,116,1,1,-1,1,一幢,城堡,mid_posterior,-3.7957696666666667
7744,LC.AN.CL,2,1,18,494,0,0,0,1,一波波,公司,mid_posterior,-8.491874333333334
7745,HC.AN.CL,1,1,18,747,0,1,0,1,一棵,土地,mid_posterior,-4.743726
7746,HC.AN.VB,6,0,18,51,0,1,0,1,搬起,卧室,mid_posterior,2.7772411333333333
7747,HC.AN.CL,1,1,18,299,0,1,0,1,一盏,生日,mid_posterior,-1.4377184000000003
7748,LC.AN.CL,2,1,18,750,0,0,0,1,一手,飞机,mid_posterior,-6.021985000000001
7749,HC.UNEXP.CL,4,1,18,316,1,1,-1,0,一起,安检,mid_posterior,-11.830919333333334
7750,LC.UNEXP.VB,10,0,18,722,1,0,-2,1,抵制,文化,mid_posterior,-7.195964
7751,LC.UNEXP.VB,10,0,18,98,1,0,-2,1,持有,黄金,mid_posterior,8.149448666666666
7752,LC.UNEXP.CL,5,1,18,507,1,0,-2,1,一大群,蚂蚁,mid_posterior,-0.9455902266666666
7753,HC.UNEXP.VB,9,0,18,737,1,1,-1,1,发表,看法,mid_posterior,-12.154975666666665
7754,LC.AN.CL,2,1,18,635,0,0,0,1,一项,饭,mid_posterior,10.176817666666667
7755,HC.AN.VB,6,0,18,311,0,1,0,1,贴近,鞋子,mid_posterior,-1.7934657833333336
7756,HC.AN.CL,1,1,18,302,0,1,0,1,一亩,云朵,mid_posterior,0.44967376666666664
7757,HC.UNEXP.VB,9,0,18,40,1,1,-1,1,健全,法治,mid_posterior,-10.906467333333334
7758,LC.AN.VB,7,0,18,47,0,0,0,0,遍布,牛,mid_posterior,-5.010353666666667
7759,LC.AN.VB,7,0,18,459,0,0,0,1,欺负,卧室,mid_posterior,0.1119715
7760,LC.UNEXP.CL,5,1,18,285,1,0,-2,1,一把,火,mid_posterior,5.087309333333334
7761,HC.EXP.VB,8,0,18,653,2,1,0,1,没收,财产,mid_posterior,-1.9173021333333333
7762,HC.AN.VB,6,0,18,320,0,1,0,1,筹措,鱼,mid_posterior,-12.346896666666666
7763,HC.AN.VB,6,0,18,207,0,1,0,1,采取,菜,mid_posterior,-3.4763349333333338
7764,HC.AN.CL,1,1,18,610,0,1,0,1,一斗,楼房,mid_posterior,-6.548400999999999
7765,LC.UNEXP.CL,5,1,18,44,1,0,-2,0,一两,油,mid_posterior,-10.874839
7766,LC.AN.VB,7,0,18,58,0,0,0,0,发展,楼房,mid_posterior,1.3633261
7767,LC.UNEXP.VB,10,0,18,612,1,0,-2,1,表示,中立,mid_posterior,1.1564856666666667
7768,LC.UNEXP.CL,5,1,18,462,1,0,-2,1,一口,奶,mid_posterior,-6.620056666666667
7769,HC.EXP.VB,8,0,18,621,2,1,0,1,骗,人,mid_posterior,13.657576666666666
7770,HC.EXP.VB,8,0,18,43,2,1,0,1,使用,工具,mid_posterior,6.747498333333333
7771,HC.AN.VB,6,0,18,205,0,1,0,1,吃,香烟,mid_posterior,8.392535666666667
7772,HC.UNEXP.CL,4,1,18,645,1,1,-1,1,一记,警告,mid_posterior,-9.861658
7773,HC.AN.CL,1,1,18,651,0,1,0,1,一腔,鱼,mid_posterior,-4.908659666666666
7774,HC.AN.VB,6,0,18,640,0,1,0,1,弹劾,帽子,mid_posterior,0.43116483333333333
7775,HC.AN.CL,1,1,18,99,0,1,0,1,一朵,棋,mid_posterior,-3.9546200000000002
7776,LC.AN.VB,7,0,18,505,0,0,0,1,会见,措施,mid_posterior,-1.226346666666667
7777,HC.EXP.VB,8,0,18,200,2,1,0,1,报道,新闻,mid_posterior,0.6829664666666666
7778,LC.AN.VB,7,0,18,319,0,0,0,1,发布,土地,mid_posterior,7.262760666666668
7779,HC.UNEXP.CL,4,1,18,53,1,1,-1,1,一帖,对联,mid_posterior,12.409133333333335
7780,HC.UNEXP.CL,4,1,18,307,1,1,-1,1,一盘,土豆,mid_posterior,-8.250809333333335
7781,HC.UNEXP.CL,4,1,18,186,1,1,-1,1,一轮,面试,mid_posterior,-10.478623666666666
7782,HC.UNEXP.VB,9,0,18,290,1,1,-1,1,篡改,答案,mid_posterior,3.078033333333334
7783,HC.UNEXP.VB,9,0,18,609,1,1,-1,1,参与,学习,mid_posterior,2.756267
7784,LC.UNEXP.CL,5,1,18,506,1,0,-2,1,一趟,飞机,mid_posterior,-5.462554999999999
7785,HC.AN.VB,6,0,18,619,0,1,0,1,收受,狗,mid_posterior,-10.845122666666667
7786,LC.UNEXP.VB,10,0,18,488,1,0,-2,1,要求,成绩,mid_posterior,0.90896275
7787,LC.UNEXP.VB,10,0,18,748,1,0,-2,1,增加,工资,mid_posterior,4.719898333333334
7788,HC.EXP.CL,3,1,18,492,2,1,0,1,一面,墙,mid_posterior,9.418639
7789,LC.AN.VB,7,0,18,278,0,0,0,1,收拾,生日,mid_posterior,-0.6221500999999999
7790,HC.AN.VB,6,0,18,198,0,1,0,1,环游,米,mid_posterior,6.507035333333334
7791,HC.UNEXP.VB,9,0,18,458,1,1,-1,1,虐待,儿子,mid_posterior,-20.741243333333333
7792,HC.EXP.CL,3,1,18,202,2,1,0,1,一届,学生,mid_posterior,-11.151947
7793,HC.EXP.VB,8,0,18,274,2,1,0,1,载,人,mid_posterior,-1.2993933
7794,HC.AN.CL,1,1,18,56,0,1,0,1,一张,鸡,mid_posterior,-5.1608876666666665
7795,HC.EXP.CL,3,1,18,310,2,1,0,1,一套,房,mid_posterior,-7.9738929999999995
7796,LC.AN.VB,7,0,18,480,0,0,0,1,拉开,狗,mid_posterior,-3.7558814
7797,HC.EXP.VB,8,0,18,502,2,1,0,1,借鉴,经验,mid_posterior,-5.830836333333334
7798,HC.EXP.VB,8,0,18,37,2,1,0,1,践踏,尊严,mid_posterior,0.8812096666666666
7799,HC.UNEXP.VB,9,0,18,501,1,1,-1,1,前往,实验室,mid_posterior,12.81877
7800,LC.UNEXP.CL,5,1,18,469,1,0,-2,0,一两,珍珠,mid_posterior,-1.8400373333333333
7801,HC.AN.VB,6,0,18,652,0,1,0,1,赚到,扣子,mid_posterior,-13.77437
7802,LC.UNEXP.CL,5,1,18,301,1,0,-2,1,一只,松鼠,mid_posterior,-15.980683333333332
7803,LC.AN.CL,2,1,18,300,0,0,0,1,一团,水,mid_posterior,-4.352983016666666
7804,LC.UNEXP.CL,5,1,18,119,1,0,-2,1,一层层,台阶,mid_posterior,5.543724
7805,HC.UNEXP.VB,9,0,18,271,1,1,-1,1,兴建,景点,mid_posterior,-6.139583666666667
7806,LC.UNEXP.VB,10,0,18,460,1,0,-2,1,变为,动物,mid_posterior,-2.0955420000000005
7807,LC.UNEXP.VB,10,0,18,118,1,0,-2,1,整顿,思想,mid_posterior,2.594623
7808,LC.AN.VB,7,0,18,660,0,0,0,1,突出,线,mid_posterior,3.022894803333333
7809,LC.UNEXP.VB,10,0,18,284,1,0,-2,1,踏进,社会,mid_posterior,-2.3113985666666665
7810,HC.UNEXP.VB,9,0,18,190,1,1,-1,1,发来,短信,mid_posterior,4.839229633333334
7811,LC.AN.VB,7,0,18,329,0,0,0,1,送到,鸡,mid_posterior,-12.379273666666668
7812,HC.EXP.CL,3,1,18,496,2,1,0,1,一帖,字,mid_posterior,-2.481892333333333
7813,HC.EXP.VB,8,0,18,46,2,1,0,1,封锁,消息,mid_posterior,-10.254339666666667
7814,HC.AN.VB,6,0,18,49,0,1,0,1,歪曲,飞机,mid_posterior,-24.555886666666666
7815,HC.EXP.CL,3,1,18,283,2,1,0,1,一碗,饭,mid_posterior,-13.131646166666668
7816,HC.UNEXP.CL,4,1,18,101,1,1,-1,1,一碗,肉,parietal,-2.2086026666666663
7817,HC.UNEXP.CL,4,1,18,638,1,1,-1,1,一平方公里,湖,parietal,-3.8405886666666667
7818,LC.UNEXP.CL,5,1,18,280,1,0,-2,0,一大群,狗,parietal,-9.509497666666666
7819,LC.AN.CL,2,1,18,475,0,0,0,1,一份,墙,parietal,1.4299472
7820,LC.AN.CL,2,1,18,648,0,0,0,1,一笔,菜,parietal,2.863827333333333
7821,LC.UNEXP.CL,5,1,18,308,1,0,-2,0,一班,演员,parietal,7.296661333333333
7822,HC.EXP.VB,8,0,18,108,2,1,0,1,触犯,法律,parietal,14.684626666666666
7823,HC.UNEXP.VB,9,0,18,279,1,1,-1,1,扭转,时间,parietal,5.128167333333333
7824,LC.AN.CL,2,1,18,120,0,0,0,1,一点儿,生日,parietal,3.4201063333333335
7825,HC.UNEXP.CL,4,1,18,277,1,1,-1,0,一扇,猪肉,parietal,3.942707
7826,LC.AN.VB,7,0,18,624,0,0,0,1,设立,猪,parietal,-3.096618
7827,LC.UNEXP.CL,5,1,18,479,1,0,-2,1,一天,计划,parietal,-2.1692613333333335
7828,HC.UNEXP.CL,4,1,18,738,1,1,-1,1,一缕,丝,parietal,4.823930333333334
7829,HC.AN.CL,1,1,18,649,0,1,0,1,一堵,米,parietal,-2.593887
7830,HC.AN.CL,1,1,18,470,0,1,0,1,一封,酒店,parietal,7.223077333333333
7831,LC.UNEXP.CL,5,1,18,740,1,0,-2,1,一大/JJ,水泥,parietal,-6.596072333333333
7832,LC.UNEXP.VB,10,0,18,733,1,0,-2,1,交给,同学,parietal,9.579812
7833,LC.AN.CL,2,1,18,273,0,0,0,1,一声,土地,parietal,0.8865635
7834,HC.EXP.VB,8,0,18,318,2,1,0,1,运送,货物,parietal,4.883391333333334
7835,LC.UNEXP.VB,10,0,18,184,1,0,-2,1,支持,提议,parietal,-10.510726666666667
7836,LC.AN.VB,7,0,18,117,0,0,0,1,举行,棋,parietal,1.9919
7837,HC.AN.CL,1,1,18,48,0,1,0,1,一堂,水果,parietal,-7.654797333333334
7838,HC.AN.CL,1,1,18,483,0,1,0,1,一本,黄金,parietal,9.122924666666668
7839,LC.UNEXP.CL,5,1,18,454,1,0,-2,0,一大/JJ,老师,parietal,-3.100385333333333
7840,LC.AN.CL,2,1,18,281,0,0,0,1,一股,钱,parietal,-1.2196114999999998
7841,LC.UNEXP.VB,10,0,18,650,1,0,-2,1,越过,领导,parietal,-2.8522293333333333
7842,HC.EXP.VB,8,0,18,330,2,1,0,1,犯下,错误,parietal,21.46655
7843,HC.UNEXP.CL,4,1,18,657,1,1,-1,1,一壶,饮料,parietal,1.9423426666666668
7844,LC.UNEXP.VB,10,0,18,643,1,0,-2,1,告诉,女孩,parietal,-2.8728576666666665
7845,LC.AN.VB,7,0,18,94,0,0,0,0,抵御,争论,parietal,-2.037404
7846,HC.AN.VB,6,0,18,204,0,1,0,1,出台,电话,parietal,-1.876864
7847,HC.UNEXP.VB,9,0,18,625,1,1,-1,1,承包,商铺,parietal,-2.649605666666667
7848,LC.UNEXP.CL,5,1,18,181,1,0,-2,1,一包,面粉,parietal,-1.1463800333333334
7849,HC.AN.VB,6,0,18,646,0,1,0,1,抓紧,学校,parietal,-6.712020333333332
